Order ID,Error
581647162,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581647162 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104080740>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581646733,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581646733 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104057b90>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581642854,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581642854 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b6a50>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581642810,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581642810 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b7fb0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581639840,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581639840 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b4500>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581639170,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581639170 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104081a90>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581639085,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581639085 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b6210>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581639030,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581639030 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b6510>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581634633,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581634633 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b63f0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581634204,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581634204 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b7d10>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581632349,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581632349 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104087d10>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581628311,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581628311 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b54c0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581625257,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581625257 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b72f0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581625195,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581625195 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1023e3350>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581621551,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581621551 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104057f50>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581620353,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581620353 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104057ec0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581620266,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581620266 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104057bc0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581620209,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581620209 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040553d0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581614850,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581614850 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104056e70>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581607667,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581607667 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040803b0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581607658,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581607658 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b52b0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581607394,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581607394 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b4620>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581606706,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581606706 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b5f10>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581606474,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581606474 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b02c0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581605771,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581605771 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b6ff0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581604862,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581604862 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b7c80>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581600120,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581600120 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040802f0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581600022,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581600022 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104056a50>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581599447,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581599447 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104055cd0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581599427,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581599427 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b13d0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581596981,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581596981 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104057890>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
581573486,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/581573486 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104056990>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
580216649,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/580216649 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1036131a0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582167422,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582167422 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414ee40>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582167392,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582167392 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414fc50>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582167227,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582167227 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104054e90>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582166694,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582166694 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104056b40>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582166551,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582166551 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104057dd0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582166319,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582166319 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414c290>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582166115,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582166115 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414c9e0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582162240,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582162240 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1029a2e40>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582162170,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582162170 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b6bd0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582161948,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582161948 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b5640>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582161895,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))"
582161785,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582161785 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x102727c20>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582160693,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582160693 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414e7b0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582160452,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582160452 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b5d60>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582160281,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582160281 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b4da0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582156968,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582156968 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b62d0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582156759,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582156759 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040850a0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582156636,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582156636 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104084b90>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582156094,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582156094 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b4ce0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582156017,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582156017 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b4500>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582155588,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582155588 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b5e80>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582154451,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582154451 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b6e70>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582154006,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582154006 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414c590>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582151059,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582151059 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104086db0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582150085,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582150085 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414f260>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582150074,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582150074 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414e6f0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582149906,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582149906 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b5490>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582148642,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582148642 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b5af0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582148472,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582148472 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b7da0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582145358,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582145358 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414fe90>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582141703,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582141703 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104084f50>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582139312,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582139312 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b5520>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582137602,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582137602 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b63f0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582137475,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582137475 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414fa10>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582137469,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582137469 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414e750>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582135998,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582135998 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414e300>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582133871,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582133871 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104084b60>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582130912,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582130912 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b5490>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582127294,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582127294 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414d7f0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582126391,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582126391 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414c920>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582126344,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582126344 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414c830>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582125970,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582125970 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040875f0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582125965,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582125965 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040871d0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582125956,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582125956 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414c830>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582125846,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582125846 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414c590>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582125291,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582125291 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414f110>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582125173,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582125173 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b6ab0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582124263,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582124263 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104087aa0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582124239,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582124239 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040854c0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582123816,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582123816 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040841d0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582119587,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582119587 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414f620>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582119292,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582119292 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414fc50>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582119169,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582119169 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b4b60>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582117415,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582117415 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b4560>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582116555,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582116555 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b41d0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582116283,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582116283 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040859a0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582116101,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582116101 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b5d60>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582115252,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582115252 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b5940>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582114892,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582114892 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414c650>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582111868,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582111868 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414d790>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582111790,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582111790 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414c2c0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582111545,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582111545 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104087fe0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582111489,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582111489 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e6480>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582110334,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582110334 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414e4b0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582109934,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582109934 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414ffb0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582109906,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582109906 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b44d0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582106119,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582106119 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b64e0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582105974,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582105974 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b4950>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582105923,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582105923 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104086090>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582105815,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582105815 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040871a0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
