Order ID,Error
582104953,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582104953 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b6690>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582104273,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582104273 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b7cb0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582099387,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582099387 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414d670>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582099340,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582099340 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414d190>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582099319,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582099319 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414e750>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582098939,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582098939 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e5490>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582098909,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582098909 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414e300>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582098658,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582098658 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414d670>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582098300,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582098300 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b7530>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582098029,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582098029 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b5010>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582097904,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582097904 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104087050>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582097742,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582097742 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e4710>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582097572,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582097572 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414fd10>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582097101,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582097101 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414d190>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582094595,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582094595 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b6a80>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582093890,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582093890 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b5850>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582093329,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582093329 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b6000>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582093164,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582093164 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104084800>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582092400,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582092400 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104084f80>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582092191,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582092191 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b66f0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582092169,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582092169 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b7680>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582084720,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582084720 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1035d7920>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582084606,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582084606 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414d670>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582084304,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582084304 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104085430>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582084297,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582084297 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040859a0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582084220,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582084220 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x10414d580>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582392032,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582392032 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104084440>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582391848,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582391848 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104087200>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582391141,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582391141 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104085e50>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582390548,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582390548 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e6390>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582390330,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582390330 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e46e0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582390160,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582390160 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1036127e0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582389943,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582389943 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104084290>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582389906,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582389906 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104085640>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582386115,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582386115 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104085a00>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582385840,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582385840 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104087a70>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582385750,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582385750 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e72f0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582385743,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582385743 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e5850>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582385725,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582385725 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104086f00>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582385718,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582385718 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104086c90>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582385700,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582385700 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104084410>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582385637,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582385637 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b0410>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582385631,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582385631 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e4cb0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582382795,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582382795 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e7e90>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582382660,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582382660 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1027058e0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582381880,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582381880 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104086900>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582381449,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582381449 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040879e0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582381089,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582381089 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104085a00>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582380252,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582380252 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104086420>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582380203,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582380203 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e47d0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582379760,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582379760 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e4260>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582377329,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582377329 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104084590>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582376553,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582376553 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104087500>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582376219,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582376219 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104085f40>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582375830,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582375830 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b0c50>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582367087,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582367087 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e60c0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582365788,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582365788 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e43b0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582364391,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582364391 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1026b00b0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582364105,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582364105 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104086f90>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582363573,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582363573 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104086360>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582363520,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582363520 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104086660>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582360322,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582360322 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104085070>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582356997,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582356997 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e4e00>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582356673,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582356673 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104081820>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582356666,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582356666 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104086660>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582356601,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582356601 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040879e0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582355612,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582355612 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1036127e0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582355579,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582355579 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e5c10>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582353975,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582353975 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b6f90>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582353891,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582353891 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104081640>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582351643,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582351643 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1029a21b0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582350815,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582350815 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e6ba0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582350672,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582350672 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e4a40>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582349702,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582349702 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b0c50>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582347975,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582347975 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b1070>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582345057,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582345057 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104085670>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582344952,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582344952 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104087470>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582344783,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582344783 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b22a0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582344761,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582344761 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e61e0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582344693,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582344693 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e49e0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582344587,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582344587 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e7e90>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582337372,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582337372 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104087230>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582336856,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582336856 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104085850>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582335743,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582335743 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1027058e0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582335374,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582335374 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e72f0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582330335,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582330335 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e7890>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582330259,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582330259 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b1c40>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582329651,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582329651 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b3e90>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582329497,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582329497 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104087fe0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582329465,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582329465 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104087f50>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582329453,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582329453 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b1c40>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582328960,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582328960 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e7710>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582326433,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582326433 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e79e0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582325585,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582325585 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e7bc0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582325324,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582325324 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104087500>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582322033,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582322033 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104084a40>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582321887,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582321887 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104084560>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582320298,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582320298 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x104086ae0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582317146,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582317146 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e5fa0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582316988,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582316988 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e6570>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582316131,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582316131 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040e4ef0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582315918,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582315918 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b03e0>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
582315904,"HTTPSConnectionPool(host='api.tiny.com.br', port=443): Max retries exceeded with url: /public-api/v3/ordem-servico/582315904 (Caused by NewConnectionError(""<urllib3.connection.HTTPSConnection object at 0x1040b5190>: Failed to establish a new connection: [Errno 49] Can't assign requested address""))"
